CustomerID,LastPurchaseDate,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
12647,2011-11-17 12:55:59.999999638,23,36,16955.55,4,5,5,455,Champions
16656,2011-11-17 14:42:59.999999814,23,30,16833.170000000002,4,5,5,455,Champions
12433,2011-12-09 10:02:00.000000185,1,10,16794.14,5,5,5,555,Champions
17735,2011-12-07 16:47:00.000000185,3,26,16790.33,5,5,5,555,Champions
12454,2011-10-14 17:13:00.000000863,57,5,16679.78,4,4,5,445,Champions
16553,2011-06-29 15:42:00.000000046,164,33,16584.01,3,5,5,355,Potential Loyalists
13564,2011-07-18 14:32:59.999999749,145,37,16498.97,3,5,5,355,Potential Loyalists
15358,2011-12-05 09:04:00.000000157,5,42,16425.86,5,5,5,555,Champions
14961,2011-11-29 09:42:00.000000046,11,22,16410.15,5,5,5,555,Champions
13225,2011-12-06 13:28:59.999999805,4,16,16260.07,5,5,5,555,Champions
16180,2011-08-31 16:28:00.000000863,101,13,16249.87,3,5,5,355,Potential Loyalists
12472,2011-11-07 14:00:59.999999777,33,19,16249.289999999999,4,5,5,455,Champions
12980,2011-07-05 09:34:00.000000361,158,21,16245.78,3,5,5,355,Potential Loyalists
17107,2011-11-06 14:13:59.999999805,34,10,16052.72,4,5,5,455,Champions
15044,2011-11-20 13:20:00.000000556,20,35,16024.15,4,5,5,455,Champions
13199,2011-12-06 12:30:00.000000213,4,67,15964.210000000001,5,5,5,555,Champions
17716,2011-11-17 12:00:00.000000000,23,24,15956.97,4,5,5,455,Champions
12971,2011-12-06 12:20:00.000000139,4,116,15704.6,5,5,5,555,Champions
16191,2011-12-07 11:25:59.999999638,3,24,15677.82,5,5,5,555,Champions
12949,2011-11-09 11:25:00.000000073,31,22,15526.7,4,5,5,455,Champions
14769,2011-12-07 10:23:59.999999452,3,17,15514.11,5,5,5,555,Champions
14849,2011-11-18 10:57:59.999999814,22,43,15407.61,4,5,5,455,Champions
15768,2011-08-16 10:47:59.999999749,116,34,15308.89,3,5,5,355,Potential Loyalists
18087,2011-09-02 15:11:59.999999832,99,17,14761.519999999999,3,5,5,355,Potential Loyalists
18092,2011-12-07 13:14:00.000000018,3,18,14693.72,5,5,5,555,Champions
16126,2011-11-10 16:02:59.999999749,30,15,14644.6,4,5,5,455,Champions
17133,2011-11-24 12:27:00.000000250,16,12,14622.33,5,5,5,555,Champions
16873,2011-12-05 12:04:59.999999721,5,12,14617.39,5,5,5,555,Champions
14543,2011-11-11 12:45:00.000000000,29,39,14587.87,4,5,5,455,Champions
17448,2010-07-30 14:06:59.999999693,498,46,14523.67,1,5,5,155,At Risk
15482,2011-11-24 10:45:59.999999981,16,19,14417.36,5,5,5,555,Champions
14733,2011-11-23 15:38:59.999999452,17,15,14335.15,5,5,5,555,Champions
13488,2011-11-22 14:41:00.000000686,18,23,14205.96,5,5,5,555,Champions
15601,2011-11-28 15:14:59.999999164,12,30,14191.74,5,5,5,555,Champions
16713,2011-11-21 12:36:00.000000129,19,32,14115.56,5,5,5,555,Champions
12714,2011-11-30 15:43:00.000000863,10,12,14093.71,5,5,5,555,Champions
12476,2011-11-24 12:39:59.999999647,16,23,14083.91,5,5,5,555,Champions
14299,2011-12-01 16:05:00.000000139,9,27,14070.25,5,5,5,555,Champions
13178,2011-11-13 16:14:00.000000018,27,21,14059.19,4,5,5,455,Champions
18223,2011-12-05 09:10:59.999999638,5,26,14000.85,5,5,5,555,Champions
12435,2011-09-21 09:05:59.999999916,80,6,13925.93,3,4,5,345,Potential Loyalists
15760,2010-03-19 11:45:00.000000213,631,2,13916.34,1,2,5,125,Hibernating
17589,2011-10-10 16:57:59.999999814,61,18,13837.94,3,5,5,355,Potential Loyalists
15005,2011-11-24 12:24:59.999999860,16,56,13754.58,5,5,5,555,Champions
15382,2011-11-25 10:57:59.999999814,15,12,13733.550000000001,5,5,5,555,Champions
15093,2011-11-21 13:09:00.000000296,19,23,13702.38,5,5,5,555,Champions
12583,2011-12-07 08:06:59.999999693,3,27,13591.58,5,5,5,555,Champions
12989,2011-12-06 15:27:59.999999814,4,33,13551.75,5,5,5,555,Champions
15291,2011-11-14 11:01:59.999999972,26,40,13517.76,4,5,5,455,Champions
13629,2011-11-16 13:21:00.000000129,24,19,13370.86,4,5,5,455,Champions
13097,2011-11-07 10:43:00.000000027,33,28,13324.1,4,5,5,455,Champions
16558,2011-12-09 10:20:00.000000556,1,38,13304.11,5,5,5,555,Champions
16923,2011-11-27 12:59:59.999999164,13,32,13157.130000000001,5,5,5,555,Champions
13090,2011-12-01 12:38:59.999999452,9,24,13091.74,5,5,5,555,Champions
15738,2011-11-21 08:25:59.999999638,19,41,13043.32,5,5,5,555,Champions
14049,2011-11-23 12:20:00.000000139,17,13,13023.4,5,5,5,555,Champions
18225,2011-12-06 13:27:00.000000046,4,26,13014.8,5,5,5,555,Champions
15502,2011-11-24 12:47:59.999999331,16,14,13003.869999999999,5,5,5,555,Champions
14110,2011-12-06 12:26:00.000000686,4,33,12987.95,5,5,5,555,Champions
13969,2011-12-02 15:10:59.999999638,8,35,12973.460000000001,5,5,5,555,Champions
13668,2011-12-07 12:10:59.999999638,3,35,12948.48,5,5,5,555,Champions
13316,2011-11-02 13:40:00.000000073,38,10,12940.82,4,5,5,455,Champions
13952,2011-05-06 09:00:00.000000000,218,14,12823.521,2,5,5,255,At Risk
13468,2011-12-08 10:38:59.999999870,2,72,12793.28,5,5,5,555,Champions
16549,2011-11-29 15:05:59.999999916,11,34,12781.8,5,5,5,555,Champions
12437,2011-12-08 11:35:00.000000139,2,39,12683.4,5,5,5,555,Champions
12451,2011-11-29 08:39:59.999999860,11,8,12669.88,5,4,5,545,Champions
12536,2011-10-27 14:19:59.999999721,44,3,12601.830000000002,4,3,5,435,Loyal Customers
16161,2011-12-08 12:10:00.000000073,2,43,12580.06,5,5,5,555,Champions
17017,2011-12-07 09:31:59.999999972,3,29,12576.99,5,5,5,555,Champions
14040,2011-10-30 12:42:00.000000046,41,35,12523.81,4,5,5,455,Champions
17858,2011-12-04 11:55:59.999999842,6,30,12518.65,5,5,5,555,Champions
14936,2011-11-06 10:30:00.000000000,34,12,12410.81,4,5,5,455,Champions
16000,2011-12-07 12:17:00.000000185,3,3,12393.7,5,3,5,535,Loyal Customers
12474,2011-11-22 14:39:00.000000296,18,31,12372.75,5,5,5,555,Champions
14735,2011-12-06 12:08:59.999999870,4,56,12240.16,5,5,5,555,Champions
12481,2011-11-17 08:29:00.000000853,23,15,12185.51,4,5,5,455,Champions
15144,2011-12-01 15:11:59.999999832,9,29,12160.31,5,5,5,555,Champions
15465,2011-11-20 10:11:00.000000686,20,32,12100.4,4,5,5,455,Champions
15194,2011-12-06 15:10:00.000000073,4,28,12021.53,5,5,5,555,Champions
13050,2011-11-25 09:17:59.999999749,15,35,11986.52,5,5,5,555,Champions
14415,2011-12-08 14:38:00.000000101,2,23,11980.09,5,5,5,555,Champions
17364,2011-12-09 09:00:00.000000000,1,28,11972.92,5,5,5,555,Champions
17044,2011-11-14 14:28:00.000000027,26,12,11962.3,4,5,5,455,Champions
13458,2011-12-02 15:29:00.000000018,8,16,11959.27,5,5,5,555,Champions
13854,2011-12-01 09:05:59.999999916,9,39,11944.56,5,5,5,555,Champions
16258,2011-10-25 13:30:00.000000000,46,15,11942.52,4,5,5,455,Champions
16814,2011-11-25 13:27:00.000000046,15,36,11924.85,5,5,5,555,Champions
16523,2011-12-08 09:05:59.999999916,2,28,11916.33,5,5,5,555,Champions
17338,2011-11-22 14:23:00.000000306,18,17,11889.33,5,5,5,555,Champions
13687,2010-09-27 16:30:00.000000000,439,1,11880.84,1,1,5,115,Hibernating
14505,2011-11-22 15:45:00.000000000,18,19,11879.08,5,5,5,555,Champions
18226,2011-10-26 13:35:59.999999916,45,26,11878.88,4,5,5,455,Champions
12567,2011-11-17 11:01:59.999999972,23,15,11767.48,4,5,5,455,Champions
12705,2011-11-24 13:16:59.999999972,16,14,11762.1,5,5,5,555,Champions
14426,2011-11-16 12:24:59.999999860,24,17,11727.94,4,5,5,455,Champions
13004,2011-11-28 11:26:59.999999832,12,36,11650.85,5,5,5,555,Champions
12683,2011-12-05 16:31:00.000000194,5,21,11633.7,5,5,5,555,Champions
15023,2011-12-06 17:23:00.000000306,4,20,11578.65,5,5,5,555,Champions
14739,2011-12-05 16:54:00.000000296,5,25,11573.62,5,5,5,555,Champions
13418,2011-11-28 10:22:59.999999888,12,31,11559.66,5,5,5,555,Champions
15218,2011-11-29 11:47:59.999999536,11,22,11468.83,5,5,5,555,Champions
13680,2011-12-08 13:47:00.000000185,2,12,11419.67,5,5,5,555,Champions
14016,2011-07-01 11:29:00.000000853,162,11,11403.41,3,5,5,355,Potential Loyalists
12668,2011-11-28 10:56:00.000000686,12,10,11383.03,5,5,5,555,Champions
13102,2011-12-08 12:52:00.000000111,2,37,11380.1,5,5,5,555,Champions
15874,2011-10-07 12:30:59.999999777,64,21,11284.76,3,5,5,355,Potential Loyalists
15555,2011-11-27 16:19:00.000000361,13,36,11243.91,5,5,5,555,Champions
12539,2011-11-17 13:30:00.000000000,23,7,11214.75,4,4,5,445,Champions
13576,2011-11-29 15:34:00.000000361,11,28,11202.59,5,5,5,555,Champions
12524,2011-11-30 15:30:59.999999777,10,17,11126.11,5,5,5,555,Champions
14134,2010-11-22 12:26:00.000000686,383,15,11123.35,2,5,5,255,At Risk
13013,2011-12-08 15:01:00.000000194,2,29,11097.43,5,5,5,555,Champions
15032,2011-03-28 15:02:59.999999331,257,8,11010.05,2,4,5,245,At Risk
14045,2011-08-22 15:27:00.000000250,110,16,10986.63,3,5,5,355,Potential Loyalists
12918,2010-03-23 15:21:59.999999898,627,1,10953.5,1,1,5,115,Hibernating
16985,2011-11-22 13:32:59.999999331,18,23,10923.16,5,5,5,555,Champions
18052,2010-05-24 11:10:59.999999842,565,1,10877.18,1,2,5,125,Hibernating
16033,2011-12-04 12:43:59.999999805,6,27,10608.81,5,5,5,555,Champions
13324,2011-11-03 16:28:00.000000863,37,18,10513.47,4,5,5,455,Champions
15290,2011-12-05 11:39:00.000000296,5,26,10496.28,5,5,5,555,Champions
12431,2011-11-04 11:54:59.999999647,36,27,10432.22,4,5,5,455,Champions
14028,2010-06-07 13:32:59.999999331,551,3,10396.5,1,3,5,135,Needs Attention
16168,2011-11-29 12:45:00.000000000,11,66,10360.67,5,5,5,555,Champions
16984,2011-09-12 13:43:00.000000027,89,9,10350.53,3,5,5,355,Potential Loyalists
15296,2011-10-20 11:46:59.999999972,51,12,10323.03,4,5,5,455,Champions
14422,2011-12-09 11:25:59.999999638,1,19,10271.52,5,5,5,555,Champions
17160,2011-11-08 14:05:00.000000556,32,17,10209.16,4,5,5,455,Champions
15719,2011-11-07 12:29:00.000000018,33,31,10195.97,4,5,5,455,Champions
14796,2011-12-08 15:30:59.999999777,2,27,10169.33,5,5,5,555,Champions
16327,2011-11-25 13:22:59.999999888,15,16,10159.64,5,5,5,555,Champions
18229,2011-11-28 09:47:59.999999331,12,28,10150.51,5,5,5,555,Champions
15805,2011-11-16 16:31:59.999999759,24,30,10148.93,4,5,5,455,Champions
18055,2011-12-02 14:25:00.000000073,8,14,10142.64,5,5,5,555,Champions
17809,2011-11-23 12:59:00.000000853,17,20,10085.89,5,5,5,555,Champions
15547,2011-12-02 12:52:00.000000111,8,26,10057.05,5,5,5,555,Champions
13941,2011-11-18 09:43:00.000000863,22,15,10027.18,4,5,5,455,Champions
13985,2011-12-05 17:06:00.000000129,5,22,10020.86,5,5,5,555,Champions
15694,2011-12-09 09:43:59.999999805,1,24,9978.48,5,5,5,555,Champions
14755,2011-11-30 11:23:59.999999870,10,25,9972.550000000001,5,5,5,555,Champions
16182,2011-09-28 13:22:59.999999888,73,9,9971.65,3,5,5,355,Potential Loyalists
14101,2011-09-27 12:27:59.999999814,74,13,9961.93,3,5,5,355,Potential Loyalists
16131,2011-10-19 11:52:59.999999888,52,12,9957.42,4,5,5,455,Champions
18260,2011-06-20 12:36:59.999999693,173,23,9947.26,3,5,5,355,Potential Loyalists
17049,2011-12-07 10:47:59.999999749,3,19,9942.53,5,5,5,555,Champions
16701,2011-12-01 11:09:59.999999647,9,26,9916.73,5,5,5,555,Champions
12758,2011-08-15 10:21:59.999999693,117,7,9903.24,3,4,5,345,Potential Loyalists
14329,2011-11-22 15:49:59.999999721,18,15,9887.62,5,5,5,555,Champions
12590,2011-05-12 14:51:59.999999693,212,2,9864.26,2,2,5,225,Hibernating
14828,2011-05-27 10:15:59.999999777,197,13,9839.460000000001,2,5,5,255,At Risk
12490,2011-12-04 16:06:59.999999898,6,21,9823.64,5,5,5,555,Champions
13599,2011-12-08 16:09:59.999999860,2,33,9811.04,5,5,5,555,Champions
16353,2011-12-06 12:23:00.000000101,4,38,9795.460000000001,5,5,5,555,Champions
14944,2011-11-10 09:10:00.000000073,30,19,9784.67,4,5,5,455,Champions
17306,2011-11-29 12:14:00.000000853,11,21,9782.35,5,5,5,555,Champions
13018,2011-11-23 13:28:00.000000863,17,35,9763.16,5,5,5,555,Champions
13735,2011-11-15 11:13:59.999999805,25,13,9762.77,4,5,5,455,Champions
14085,2011-12-07 13:45:59.999999981,3,33,9720.67,5,5,5,555,Champions
12380,2011-11-18 11:26:59.999999832,22,11,9676.300000000001,4,5,5,455,Champions
12839,2011-12-07 12:32:59.999999536,3,26,9669.12,5,5,5,555,Champions
16782,2011-11-29 13:20:00.000000556,11,38,9636.12,5,5,5,555,Champions
17315,2011-12-08 12:14:59.999999164,2,43,9599.58,5,5,5,555,Champions
18109,2011-12-08 11:35:59.999999703,2,38,9555.71,5,5,5,555,Champions
14091,2010-02-23 15:17:00.000000185,655,2,9530.08,1,2,5,125,Hibernating
17811,2011-12-05 13:45:59.999999981,5,47,9519.8,5,5,5,555,Champions
13999,2011-11-29 13:40:00.000000073,11,29,9502.26,5,5,5,555,Champions
17504,2011-05-17 12:59:00.000000853,207,18,9490.17,2,5,5,255,At Risk
14146,2011-12-01 10:17:59.999999536,9,12,9450.3,5,5,5,555,Champions
14439,2011-01-24 11:39:00.000000296,320,5,9443.04,2,4,5,245,At Risk
13267,2011-12-07 11:12:00.000000046,3,36,9429.81,5,5,5,555,Champions
17230,2011-03-20 16:12:00.000000250,265,18,9388.49,2,5,5,255,At Risk
15727,2011-11-23 12:36:00.000000129,17,15,9371.71,5,5,5,555,Champions
15981,2011-11-15 08:00:00.000000213,25,21,9362.77,4,5,5,455,Champions
13069,2011-12-09 08:39:00.000000296,1,38,9284.45,5,5,5,555,Champions
13162,2011-08-09 15:59:00.000000853,123,16,9275.49,3,5,5,355,Potential Loyalists
15249,2011-11-08 11:45:00.000000213,32,18,9266.0,4,5,5,455,Champions
14367,2011-12-01 13:19:00.000000361,9,16,9227.82,5,5,5,555,Champions
14292,2011-12-02 11:50:00.000000556,8,16,9226.25,5,5,5,555,Champions
13327,2011-11-01 10:21:00.000000129,39,20,9134.48,4,5,5,455,Champions
17757,2011-12-08 15:30:59.999999777,2,56,9074.05,5,5,5,555,Champions
15298,2011-12-07 17:16:59.999999759,3,23,9061.77,5,5,5,555,Champions
15939,2011-09-11 11:29:59.999999164,90,16,9060.39,3,5,5,355,Potential Loyalists
16709,2011-09-16 10:56:00.000000686,85,14,9056.01,3,5,5,355,Potential Loyalists
17068,2011-11-27 13:14:00.000000018,13,47,8987.68,5,5,5,555,Champions
15150,2011-11-22 12:52:00.000000111,18,13,8977.94,5,5,5,555,Champions
15903,2011-11-30 08:07:59.999999888,10,12,8939.84,5,5,5,555,Champions
15867,2011-12-04 13:31:59.999999759,6,31,8923.3,5,5,5,555,Champions
12766,2011-12-06 08:45:59.999999777,4,9,8918.99,5,5,5,555,Champions
12747,2011-12-07 14:34:00.000000575,3,26,8898.48,5,5,5,555,Champions
14060,2011-12-05 12:29:00.000000018,5,30,8898.24,5,5,5,555,Champions
13555,2011-09-27 12:36:00.000000129,74,13,8891.84,3,5,5,355,Potential Loyalists
14709,2011-11-24 15:40:59.999999842,16,25,8886.33,5,5,5,555,Champions
12359,2011-10-13 12:46:59.999999759,58,10,8873.39,4,5,5,455,Champions
14135,2011-12-08 11:38:00.000000101,2,24,8839.67,5,5,5,555,Champions
16700,2011-12-01 11:00:00.000000213,9,25,8830.77,5,5,5,555,Champions
16550,2011-08-23 11:12:00.000000046,109,18,8813.58,3,5,5,355,Potential Loyalists
15260,2011-08-31 13:54:59.999999860,101,25,8767.73,3,5,5,355,Potential Loyalists
16532,2011-11-22 11:07:59.999999888,18,5,8756.64,5,4,5,545,Champions
13448,2011-11-23 12:32:59.999999536,17,13,8745.93,5,5,5,555,Champions
15570,2011-12-02 14:46:59.999999972,8,25,8736.49,5,5,5,555,Champions
16186,2011-11-17 12:43:00.000000863,23,26,8718.43,4,5,5,455,Champions
17576,2011-12-01 17:55:59.999999842,9,41,8711.95,5,5,5,555,Champions
12957,2011-11-30 09:53:00.000000306,10,13,8706.97,5,5,5,555,Champions
13758,2011-11-28 11:10:59.999999842,12,15,8698.13,5,5,5,555,Champions
13263,2011-12-08 13:59:00.000000018,2,39,8676.2,5,5,5,555,Champions
15497,2011-11-22 11:51:00.000000129,18,9,8657.39,5,5,5,555,Champions
13756,2011-12-07 16:44:00.000000853,3,23,8655.95,5,5,5,555,Champions
16945,2011-11-18 11:39:00.000000296,22,33,8548.16,4,5,5,455,Champions
15281,2011-10-12 09:10:00.000000073,59,16,8543.57,4,5,5,455,Champions
